,npi,nppes_provider_city,Recipient_State,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,drug_name,Total_Amount_of_Payment_USDollars,Unnamed: 0,bene_count,total_claim_count,total_day_supply,total_drug_cost,claim_scaled_supply,RevPerPill,SMPerPill,ProfPerPill
379639,1205034600.0,TRUMBULL,CT,MERCK SHARP & DOHME CORPORATION,JANUVIA,35.23,4725927,16.0,69,3210,26597.92,46.52173913043478,8.285956386292835,0.010975077881619937,8.274981308411215
379711,1205034600.0,TRUMBULL,CT,NOVO NORDISK INC,LEVEMIR,115.67999999999998,4725932,0.0,17,472,10398.18,27.764705882352942,22.030042372881358,0.24508474576271183,21.784957627118647
379783,1205034600.0,TRUMBULL,CT,"ABBVIE, INC.",ANDROGEL,25.84,4725898,0.0,17,607,11928.54,35.70588235294117,19.651630971993413,0.04257001647446458,19.60906095551895
379855,1205034600.0,TRUMBULL,CT,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,18.73,4725905,0.0,13,364,4864.0,28.0,13.362637362637363,0.05145604395604396,13.311181318681319
379927,1205037629.0,SAN FRANCISCO,CA,MERCK SHARP & DOHME CORPORATION,VYTORIN,2165.46,4727074,0.0,17,570,3123.72,33.529411764705884,5.480210526315789,3.7990526315789475,1.6811578947368413
379935,1205037629.0,SAN FRANCISCO,CA,MERCK SHARP & DOHME CORPORATION,ZETIA,4547.8,4727076,0.0,25,1216,6428.76,48.64,5.286809210526316,3.7399671052631582,1.546842105263158
379943,1205803640.0,WEST NYACK,NY,MERCK SHARP & DOHME CORPORATION,JANUVIA,4639.93,4758771,95.0,364,22380,184138.22,61.483516483516475,8.227802502234137,0.2073248436103664,8.02047765862377
380028,1205803640.0,WEST NYACK,NY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,49.61000000000001,4758807,12.0,38,2340,18136.45,61.57894736842106,7.750619658119659,0.021200854700854702,7.729418803418804
380029,1205803640.0,WEST NYACK,NY,ELI LILLY AND COMPANY,TRADJENTA,17.16,4758807,12.0,38,2340,18136.45,61.57894736842106,7.750619658119659,0.007333333333333333,7.743286324786325
380198,1205803640.0,WEST NYACK,NY,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,23.3,4758744,0.0,22,1706,20909.12,77.54545454545455,12.25622508792497,0.01365767878077374,12.242567409144195
380283,1205803640.0,WEST NYACK,NY,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,43.94,4758797,16.0,47,3930,33062.84,83.61702127659575,8.412936386768447,0.011180661577608142,8.401755725190839
380368,1205803640.0,WEST NYACK,NY,DAIICHI SANKYO INC.,BENICAR,10.45,4758743,0.0,22,1980,8649.85,90.0,4.368611111111111,0.005277777777777777,4.363333333333333
380453,1205803640.0,WEST NYACK,NY,ELI LILLY AND COMPANY,FORTEO,46.59,4758752,0.0,17,766,35105.98,45.058823529411775,45.830261096605746,0.060822454308094,45.76943864229765
380538,1205803640.0,WEST NYACK,NY,ELI LILLY AND COMPANY,HUMALOG,31.84,4758760,31.0,89,5847,43296.96,65.69662921348315,7.404987172909184,0.005445527621002223,7.399541645288182
380623,1205803640.0,WEST NYACK,NY,"SANTARUS, INC",GLUMETZA,29.19,4758758,0.0,25,2010,20693.18,80.4,10.295114427860696,0.014522388059701493,10.280592039800995
380708,1205803640.0,WEST NYACK,NY,ANIMAS CORPORATION,INVOKANA,18.32,4758767,12.0,28,1500,12870.31,53.57142857142857,8.580206666666667,0.012213333333333333,8.567993333333334
380709,1205803640.0,WEST NYACK,NY,"JANSSEN PHARMACEUTICALS, INC",INVOKANA,169.32999999999996,4758767,12.0,28,1500,12870.31,53.57142857142857,8.580206666666667,0.11288666666666664,8.46732
380710,1205803640.0,WEST NYACK,NY,"LIFESCAN, INC.",INVOKANA,29.45000000000001,4758767,12.0,28,1500,12870.31,53.57142857142857,8.580206666666667,0.01963333333333334,8.560573333333334
380963,1205803681.0,CORVALLIS,OR,ELI LILLY AND COMPANY,HUMALOG,23.17,4758983,0.0,45,1367,11701.02,30.377777777777773,8.559634235552304,0.016949524506217995,8.542684711046086
380976,1205803681.0,CORVALLIS,OR,SANOFI AND GENZYME US COMPANIES,LANTUS,17.13,4758987,0.0,35,1543,16834.11,44.085714285714296,10.909987038237201,0.011101749837977964,10.898885288399223
380989,1205810033.0,PHOENIX,AZ,SANOFI AND GENZYME US COMPANIES,LANTUS,10.11,4770986,39.0,218,6795,83789.16,31.1697247706422,12.33100220750552,0.001487858719646799,12.329514348785873
381027,1205816790.0,SAINT LOUIS,MO,ELI LILLY AND COMPANY,HUMALOG,46.82,4781411,49.0,187,6625,112031.58,35.427807486631025,16.91042716981132,0.007067169811320754,16.90336
381083,1205830056.0,SHREVEPORT,LA,ELI LILLY AND COMPANY,HUMALOG,44.03,4804319,17.0,62,3516,40620.75,56.70967741935484,11.55311433447099,0.012522753128555176,11.540591581342435
381127,1205830056.0,SHREVEPORT,LA,MERCK SHARP & DOHME CORPORATION,VYTORIN,12.95,4804346,0.0,12,360,1966.63,30.0,5.462861111111112,0.03597222222222222,5.4268888888888895
381171,1205830056.0,SHREVEPORT,LA,NOVO NORDISK INC,LEVEMIR,11.07,4804328,0.0,12,450,4615.64,37.5,10.256977777777779,0.0246,10.23237777777778
381215,1205848025.0,GARDEN CITY,NY,"AKRIMAX PHARMACEUTICALS, LLC",TIROSINT,13.97,4829588,0.0,11,900,2032.86,81.81818181818181,2.2587333333333333,0.015522222222222224,2.243211111111111
381243,1205848025.0,GARDEN CITY,NY,SANOFI AND GENZYME US COMPANIES,LANTUS,20.77,4829578,0.0,15,1089,7604.58,72.6,6.983085399449036,0.019072543617998164,6.9640128558310375
381271,1205867835.0,BRONX,NY,ELI LILLY AND COMPANY,TRADJENTA,18.55,4852936,0.0,21,630,5380.56,30.0,8.540571428571429,0.029444444444444447,8.511126984126985
381272,1205867835.0,BRONX,NY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,41.33,4852936,0.0,21,630,5380.56,30.0,8.540571428571429,0.0656031746031746,8.474968253968255
381685,1205867835.0,BRONX,NY,"GLAXOSMITHKLINE, LLC.",LOVAZA,22.51,4852870,21.0,167,5004,27366.0,29.964071856287426,5.468824940047962,0.004498401278976819,5.464326538768985
381892,1205868361.0,HONOLULU,HI,NOVO NORDISK INC,NOVOLOG,3.13,4853203,0.0,11,415,4064.57,37.72727272727273,9.794144578313253,0.007542168674698795,9.786602409638554
381912,1205874955.0,SEATTLE,WA,"ABBVIE, INC.",ANDROGEL,11.3,4860317,0.0,18,590,6278.8,32.77777777777778,10.642033898305085,0.019152542372881356,10.622881355932204
381968,1205874955.0,SEATTLE,WA,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,10.38,4860365,0.0,14,1020,8011.91,72.85714285714286,7.854813725490196,0.010176470588235296,7.8446372549019605
381969,1205874955.0,SEATTLE,WA,ELI LILLY AND COMPANY,TRADJENTA,12.67,4860365,0.0,14,1020,8011.91,72.85714285714286,7.854813725490196,0.012421568627450981,7.842392156862745
382080,1205874955.0,SEATTLE,WA,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,18.81,4860321,14.0,64,2520,32853.21,39.375,13.036988095238096,0.007464285714285714,13.029523809523809
382136,1205874955.0,SEATTLE,WA,ELI LILLY AND COMPANY,HUMALOG,90.01,4860334,13.0,63,2897,22737.54,45.98412698412698,7.848650327925441,0.0310700724887815,7.817580255436659
382192,1205874955.0,SEATTLE,WA,MERCK SHARP & DOHME CORPORATION,JANUVIA,26.27,4860340,22.0,102,5280,41110.91,51.764705882352935,7.786157196969698,0.004975378787878788,7.781181818181819
382248,1205874955.0,SEATTLE,WA,SANOFI AND GENZYME US COMPANIES,LANTUS,10.55,4860342,17.0,72,4212,26133.99,58.5,6.204650997150997,0.0025047483380816714,6.202146248812916
382304,1205874955.0,SEATTLE,WA,ANIMAS CORPORATION,INVOKANA,15.14,4860339,0.0,13,510,4425.34,39.230769230769226,8.677137254901961,0.029686274509803923,8.647450980392158
382305,1205874955.0,SEATTLE,WA,"JANSSEN PHARMACEUTICALS, INC",INVOKANA,10903.87,4860339,0.0,13,510,4425.34,39.230769230769226,8.677137254901961,21.380137254901964,-12.703000000000003
382416,1205887098.0,FORT WAYNE,IN,"ABBVIE, INC.",ANDROGEL,32.32,4877777,0.0,13,980,13218.76,75.38461538461539,13.488530612244897,0.03297959183673469,13.455551020408162
382458,1205887098.0,FORT WAYNE,IN,ELI LILLY AND COMPANY,HUMALOG,2.78,4877784,15.0,40,2171,22945.88,54.275,10.569267618608936,0.0012805158912943344,10.567987102717643
382500,1205903663.0,SPRINGFIELD,MO,ELI LILLY AND COMPANY,HUMALOG,44.68,4896570,32.0,120,4230,62279.17,35.25,14.723208037825058,0.010562647754137115,14.712645390070922
382583,1205903663.0,SPRINGFIELD,MO,ELI LILLY AND COMPANY,TRADJENTA,16.81,4896616,0.0,12,420,3522.43,35.0,8.386738095238094,0.040023809523809524,8.346714285714285
382584,1205903663.0,SPRINGFIELD,MO,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,3832.61,4896616,0.0,12,420,3522.43,35.0,8.386738095238094,9.125261904761905,-0.7385238095238105
382749,1205903663.0,SPRINGFIELD,MO,"ABBVIE, INC.",ANDROGEL,1138.29,4896545,13.0,63,1840,25053.92,29.20634920634921,13.616260869565217,0.6186358695652173,12.997625
382832,1205903663.0,SPRINGFIELD,MO,NOVO NORDISK INC,LEVEMIR,24.86,4896581,0.0,28,1023,10332.89,36.535714285714285,10.100576735092863,0.024301075268817203,10.076275659824047
382915,1205903663.0,SPRINGFIELD,MO,SANOFI AND GENZYME US COMPANIES,LANTUS,26.9,4896579,51.0,205,6467,58225.04,31.546341463414635,9.00340807174888,0.00415957940312355,8.999248492345755
382998,1205917556.0,CLINTON,IA,ELI LILLY AND COMPANY,HUMALOG,97.97,4907782,26.0,70,3160,42554.03,45.14285714285714,13.466465189873418,0.031003164556962025,13.435462025316456
383031,1205917556.0,CLINTON,IA,NOVO NORDISK INC,LEVEMIR,10.99,4907788,0.0,14,370,8323.55,26.42857142857143,22.49608108108108,0.029702702702702703,22.466378378378376
383064,1215017991.0,BROOKLYN,NY,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,19.96,4964720,0.0,14,840,6597.94,60.0,7.854690476190476,0.023761904761904762,7.830928571428571
383145,1215017991.0,BROOKLYN,NY,NOVO NORDISK INC,LEVEMIR,86.69,4964699,0.0,22,884,5227.69,40.18181818181818,5.913676470588235,0.09806561085972851,5.8156108597285066
383226,1215017991.0,BROOKLYN,NY,SANOFI AND GENZYME US COMPANIES,LANTUS,14.61,4964697,12.0,60,2453,16701.56,40.88333333333333,6.808626172034244,0.0059559722788422335,6.8026701997554015
383307,1215043195.0,SCOTTSDALE,AZ,"ABBVIE, INC.",ANDROGEL,18.98,4984639,0.0,11,750,8605.3,68.18181818181819,11.473733333333332,0.02530666666666667,11.448426666666665
383325,1215079330.0,LIMERICK,PA,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,26.22,4998124,11.0,53,2130,17343.18,40.18867924528302,8.142338028169014,0.012309859154929577,8.130028169014084
383394,1215105135.0,RICHMOND,VA,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,16.82,5009264,16.0,62,2387,19933.64,38.5,8.350917469627147,0.007046501885211563,8.343870967741935
383428,1215105135.0,RICHMOND,VA,ELI LILLY AND COMPANY,HUMALOG,32.830000000000005,5009237,30.0,86,4050,53135.4,47.093023255813954,13.119851851851852,0.008106172839506175,13.111745679012346
383462,1215105135.0,RICHMOND,VA,SANOFI AND GENZYME US COMPANIES,LANTUS,16.56,5009244,0.0,28,936,10210.11,33.42857142857143,10.90823717948718,0.01769230769230769,10.890544871794873
383496,1215116116.0,LAGUNA HILLS,CA,"ABBVIE, INC.",SYNTHROID,34.95,5012061,30.0,140,6043,4509.01,43.164285714285704,0.7461542280324343,0.005783551216283303,0.740370676816151
383555,1215116116.0,LAGUNA HILLS,CA,ELI LILLY AND COMPANY,HUMALOG,21.29,5012029,28.0,113,4114,43713.32,36.407079646017706,10.625503159941662,0.005175012153621779,10.62032814778804
383614,1215116116.0,LAGUNA HILLS,CA,ELI LILLY AND COMPANY,TRADJENTA,11.02,5012062,14.0,59,1893,16123.06,32.08474576271186,8.517200211304807,0.005821447437929212,8.511378763866878
383615,1215116116.0,LAGUNA HILLS,CA,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,24.69,5012062,14.0,59,1893,16123.06,32.08474576271186,8.517200211304807,0.013042789223454834,8.504157422081352
383732,1215116116.0,LAGUNA HILLS,CA,MERCK SHARP & DOHME CORPORATION,JANUVIA,16.19,5012037,30.0,179,6244,53890.12,34.88268156424581,8.63070467648943,0.0025928891736066626,8.628111787315824
383791,1215139951.0,EASTON,MD,"ABBVIE, INC.",ANDROGEL,31.14,5019601,0.0,13,990,15579.62,76.15384615384616,15.7369898989899,0.03145454545454546,15.705535353535355
383839,1215139951.0,EASTON,MD,ELI LILLY AND COMPANY,HUMALOG,33.72,5019614,43.0,115,6474,71985.22,56.29565217391304,11.119125733704047,0.00520852641334569,11.1139172072907
383887,1215139951.0,EASTON,MD,NOVO NORDISK INC,NOVOLOG,13.26,5019632,24.0,85,4592,55844.69,54.023529411764706,12.161300087108014,0.002887630662020906,12.158412456445992
383935,1215139951.0,EASTON,MD,SANOFI AND GENZYME US COMPANIES,LANTUS,16.95,5019618,25.0,103,4496,67765.39,43.65048543689321,15.07237322064057,0.003770017793594306,15.068603202846976
383983,1215902226.0,NEWPORT BEACH,CA,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,12.66,5050215,0.0,12,540,4303.75,45.0,7.969907407407407,0.023444444444444445,7.946462962962963
384016,1215902226.0,NEWPORT BEACH,CA,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,3626.77,5050191,13.0,79,2230,30020.06,28.227848101265828,13.461910313901345,1.626354260089686,11.83555605381166
384049,1215902226.0,NEWPORT BEACH,CA,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,1829.62,5050212,0.0,25,990,8389.27,39.6,8.474010101010101,1.84810101010101,6.625909090909092
384082,1215902226.0,NEWPORT BEACH,CA,"JANSSEN PHARMACEUTICALS, INC",INVOKANA,4883.27,5050198,15.0,35,1470,12626.79,42.0,8.58965306122449,3.321952380952381,5.267700680272109
384115,1215905674.0,RALEIGH,NC,"ABBVIE, INC.",ANDROGEL,132.78,5054923,0.0,14,680,11438.57,48.57142857142857,16.821426470588236,0.19526470588235295,16.626161764705884
384150,1215905674.0,RALEIGH,NC,"ABBVIE, INC.",SYNTHROID,4815.67,5054952,65.0,370,16523,12710.17,44.65675675675676,0.7692410579192641,0.2914525207286812,0.4777885371905829
384185,1215905674.0,RALEIGH,NC,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,3784.3,5054927,0.0,28,816,10728.57,29.142857142857146,13.147757352941175,4.637622549019608,8.510134803921567
384220,1215905674.0,RALEIGH,NC,ELI LILLY AND COMPANY,HUMALOG,185.2,5054933,11.0,38,1219,11416.89,32.07894736842105,9.365783429040196,0.1519278096800656,9.21385561936013
384255,1215905898.0,SAYRE,PA,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,3732.79,5055413,0.0,29,1050,8915.9,36.206896551724135,8.491333333333333,3.5550380952380953,4.936295238095238
384256,1215905898.0,SAYRE,PA,ELI LILLY AND COMPANY,TRADJENTA,7568.39,5055413,0.0,29,1050,8915.9,36.206896551724135,8.491333333333333,7.207990476190476,1.2833428571428573
384443,1215905898.0,SAYRE,PA,SANOFI AND GENZYME US COMPANIES,APIDRA,5687.18,5055334,0.0,28,845,8460.38,30.17857142857143,10.012284023668638,6.730390532544379,3.2818934911242588
384537,1215922083.0,FAIRVIEW,OR,ELI LILLY AND COMPANY,HUMALOG,12.63,5083106,15.0,62,2852,35920.71,46.0,12.594919354838709,0.004428471248246845,12.590490883590462
384590,1215932140.0,MOREHEAD CITY,NC,"FOREST LABORATORIES, INC.",VIIBRYD,23.3,5100683,0.0,30,1140,5217.35,38.0,4.576622807017544,0.020438596491228072,4.5561842105263155
384804,1215932140.0,MOREHEAD CITY,NC,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",SPIRIVA,36.16,5100657,12.0,56,1920,17537.75,34.285714285714285,9.134244791666667,0.01883333333333333,9.115411458333334
385018,1215932140.0,MOREHEAD CITY,NC,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,1860.59,5100498,0.0,42,1572,20661.92,37.42857142857143,13.143715012722645,1.1835814249363867,11.960133587786258
385232,1215932140.0,MOREHEAD CITY,NC,ELI LILLY AND COMPANY,HUMALOG,19.01,5100560,20.0,67,2429,22483.07,36.253731343283576,9.256101276245369,0.007826265953067107,9.248275010292302
385446,1215932140.0,MOREHEAD CITY,NC,ELI LILLY AND COMPANY,TRADJENTA,1761.64,5100668,0.0,11,330,2815.47,30.0,8.531727272727272,5.338303030303031,3.193424242424241
385660,1215932140.0,MOREHEAD CITY,NC,NOVO NORDISK INC,NOVOLOG,20.34,5100624,20.0,74,2559,25630.81,34.58108108108108,10.015947635795232,0.007948417350527549,10.007999218444704
385874,1215932140.0,MOREHEAD CITY,NC,SANOFI AND GENZYME US COMPANIES,LANTUS,11.02,5100584,17.0,65,2466,18898.67,37.93846153846154,7.663694241686942,0.0044687753446877535,7.659225466342254
386088,1215933577.0,KNOXVILLE,TN,"ABBVIE, INC.",ANDROGEL,2021.81,5103412,19.0,74,2833,46829.07,38.28378378378378,16.529851747264384,0.7136639604659372,15.816187786798448
386181,1215933577.0,KNOXVILLE,TN,"ABBVIE, INC.",SYNTHROID,4.99,5103488,51.0,262,14122,8525.35,53.900763358778626,0.6036928197139215,0.00035334938393995186,0.6033394703299816
386274,1215933577.0,KNOXVILLE,TN,ELI LILLY AND COMPANY,HUMALOG,4.14,5103441,26.0,106,5439,88424.3,51.31132075471698,16.257455414598272,0.000761169332597904,16.256694245265674
386367,1215933577.0,KNOXVILLE,TN,MERCK SHARP & DOHME CORPORATION,JANUVIA,12.98,5103448,18.0,53,2790,22661.36,52.64150943396226,8.122351254480288,0.004652329749103943,8.117698924731183
386460,1215933577.0,KNOXVILLE,TN,MERCK SHARP & DOHME CORPORATION,ZETIA,79.87,5103500,16.0,65,2970,14817.97,45.69230769230769,4.989215488215488,0.026892255892255894,4.962323232323232
386553,1215933577.0,KNOXVILLE,TN,NOVO NORDISK INC,LEVEMIR,71.44000000000003,5103454,0.0,22,891,8532.51,40.5,9.576329966329967,0.08017957351290687,9.496150392817059
386646,1215934286.0,MIDDLETOWN,CT,ELI LILLY AND COMPANY,HUMALOG,77.15,5105609,0.0,14,755,9116.28,53.92857142857143,12.074543046357617,0.10218543046357617,11.97235761589404
386667,1215934609.0,LITITZ,PA,ELI LILLY AND COMPANY,HUMALOG,13.59,5106039,17.0,43,1531,17140.38,35.60465116279069,11.195545395166558,0.008876551273677334,11.18666884389288
386708,1215934609.0,LITITZ,PA,NOVO NORDISK INC,NOVOLOG,47.96,5106058,11.0,41,1572,20303.29,38.34146341463415,12.915578880407125,0.030508905852417303,12.885069974554707
386749,1215937305.0,QUAKERTOWN,PA,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,11.6,5110689,0.0,19,750,6062.38,39.473684210526315,8.083173333333333,0.015466666666666667,8.067706666666666
386828,1215937305.0,QUAKERTOWN,PA,"AKRIMAX PHARMACEUTICALS, LLC",TIROSINT,158.45999999999995,5110688,0.0,23,1143,1784.85,49.69565217391305,1.561548556430446,0.1386351706036745,1.4229133858267715
386907,1215937305.0,QUAKERTOWN,PA,ELI LILLY AND COMPANY,AXIRON,19.11,5110627,0.0,12,420,4177.37,35.0,9.946119047619048,0.0455,9.900619047619047
386986,1215937305.0,QUAKERTOWN,PA,ELI LILLY AND COMPANY,HUMALOG,24.54,5110645,28.0,128,5525,62699.86,43.1640625,11.348390950226245,0.0044416289592760175,11.343949321266969
387065,1215937305.0,QUAKERTOWN,PA,MERCK SHARP & DOHME CORPORATION,VYTORIN,10.27,5110694,0.0,37,2490,12610.17,67.29729729729729,5.0643253012048195,0.004124497991967871,5.060200803212852
387144,1215937305.0,QUAKERTOWN,PA,SANOFI AND GENZYME US COMPANIES,LANTUS,15.24,5110654,26.0,110,4552,33223.48,41.38181818181818,7.29865553602812,0.0033479789103690685,7.29530755711775
387223,1215949169.0,AUSTIN,TX,"ABBVIE, INC.",ANDROGEL,49.45,5124737,0.0,27,990,17038.72,36.66666666666666,17.210828282828285,0.04994949494949495,17.16087878787879
387288,1215949169.0,AUSTIN,TX,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,26.82,5124785,0.0,13,450,3823.71,34.615384615384606,8.497133333333334,0.0596,8.437533333333334
387353,1215949169.0,AUSTIN,TX,ELI LILLY AND COMPANY,HUMALOG,82.42,5124753,30.0,79,3913,47830.61,49.531645569620245,12.223513927932533,0.02106312292358804,12.202450805008946
387418,1215949169.0,AUSTIN,TX,SANOFI AND GENZYME US COMPANIES,LANTUS,37.44,5124761,35.0,148,5248,50828.21,35.45945945945946,9.685253429878049,0.007134146341463414,9.678119283536585
387483,1215960893.0,ALBUQUERQUE,NM,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,28.99,5136509,0.0,12,360,3057.34,30.0,8.492611111111112,0.08052777777777777,8.412083333333333
387544,1215960893.0,ALBUQUERQUE,NM,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,28.65,5136501,0.0,34,1050,9040.15,30.882352941176467,8.609666666666666,0.027285714285714285,8.582380952380952
387605,1215960893.0,ALBUQUERQUE,NM,ELI LILLY AND COMPANY,HUMALOG,33.85,5136472,0.0,47,1664,17185.08,35.40425531914894,10.327572115384616,0.020342548076923078,10.307229567307692
387666,1215974969.0,LAKE FOREST,CA,"ABBVIE, INC.",ANDROGEL,11.4,5153700,0.0,16,410,5937.8,25.625,14.482439024390244,0.027804878048780488,14.454634146341464
387750,1215974969.0,LAKE FOREST,CA,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,47.04,5153771,0.0,34,1080,8971.11,31.764705882352942,8.306583333333334,0.043555555555555556,8.26302777777778
387834,1215974969.0,LAKE FOREST,CA,NOVO NORDISK INC,LEVEMIR,57.74,5153736,0.0,22,886,9496.48,40.27272727272727,10.718374717832956,0.06516930022573364,10.653205417607223
387918,1215974969.0,LAKE FOREST,CA,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,21.44,5153707,0.0,13,380,4949.64,29.23076923076923,13.025368421052633,0.05642105263157895,12.968947368421054
388002,1215974969.0,LAKE FOREST,CA,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,21.44,5153760,0.0,15,690,5792.75,46.0,8.395289855072464,0.031072463768115944,8.364217391304349
388086,1215974969.0,LAKE FOREST,CA,DAIICHI SANKYO INC.,BENICAR,14.79,5153705,0.0,18,540,2181.18,30.0,4.039222222222222,0.027388888888888886,4.011833333333333
388170,1215974969.0,LAKE FOREST,CA,SANOFI AND GENZYME US COMPANIES,LANTUS,20.27,5153734,17.0,88,2994,23001.16,34.02272727272727,7.682418169672679,0.0067702070808283235,7.67564796259185
388254,1215974969.0,LAKE FOREST,CA,MERCK SHARP & DOHME CORPORATION,JANUVIA,12.4,5153732,21.0,98,5130,42136.0,52.3469387755102,8.21364522417154,0.0024171539961013646,8.211228070175439
388338,1215975198.0,PENSACOLA,FL,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,11.28,5154097,0.0,19,570,4913.56,30.0,8.620280701754387,0.019789473684210527,8.600491228070176
388413,1215975198.0,PENSACOLA,FL,NOVO NORDISK INC,LEVEMIR,34.26,5154075,0.0,39,1677,23769.62,43.0,14.173893858079904,0.020429338103756706,14.153464519976147
388488,1215975198.0,PENSACOLA,FL,SANOFI AND GENZYME US COMPANIES,LANTUS,5.0,5154073,47.0,179,7608,102811.08,42.50279329608938,13.513548895899055,0.0006572029442691904,13.512891692954785
388563,1225007545.0,FT LAUDERDALE,FL,BRISTOL-MYERS SQUIBB COMPANY,ONGLYZA,22.06,5202326,0.0,16,720,5928.9,45.0,8.234583333333333,0.030638888888888886,8.203944444444444
388628,1225007545.0,FT LAUDERDALE,FL,NOVO NORDISK INC,LEVEMIR,17.49,5202307,11.0,37,1376,8890.72,37.189189189189186,6.461279069767442,0.012710755813953487,6.448568313953488
388693,1225007545.0,FT LAUDERDALE,FL,ELI LILLY AND COMPANY,HUMALOG,20.98,5202295,33.0,119,4270,40076.09,35.882352941176464,9.385501170960186,0.004913348946135832,9.38058782201405
388758,1225007545.0,FT LAUDERDALE,FL,ELI LILLY AND COMPANY,TRADJENTA,4.25,5202336,13.0,42,1413,11891.74,33.642857142857146,8.415951875442321,0.003007784854918613,8.412944090587402
388823,1225007545.0,FT LAUDERDALE,FL,"JANSSEN PHARMACEUTICALS, INC",INVOKANA,111.14,5202301,0.0,17,570,4999.72,33.529411764705884,8.771438596491228,0.19498245614035087,8.576456140350876
388888,1225008550.0,TULSA,OK,"ABBVIE, INC.",ANDROGEL,23.0,5204186,0.0,17,570,11219.05,33.529411764705884,19.682543859649122,0.04035087719298246,19.64219298245614
388937,1225008550.0,TULSA,OK,BRISTOL-MYERS SQUIBB COMPANY,BYDUREON,5137.52,5204190,0.0,29,1064,13742.39,36.68965517241379,12.91578007518797,4.828496240601504,8.087283834586465
388986,1225008550.0,TULSA,OK,ELI LILLY AND COMPANY,HUMALOG,13.43,5204199,0.0,18,602,13150.31,33.44444444444444,21.84436877076412,0.022308970099667775,21.82205980066445
389035,1225008550.0,TULSA,OK,NOVO NORDISK INC,LEVEMIR,4587.5,5204206,0.0,36,1246,15468.6,34.611111111111114,12.414606741573033,3.681781701444623,8.73282504012841
389084,1225008550.0,TULSA,OK,SANOFI AND GENZYME US COMPANIES,LANTUS,29.02,5204204,0.0,21,960,4408.67,45.714285714285715,4.5923645833333335,0.030229166666666665,4.562135416666667
389133,1225009988.0,LAS VEGAS,NV,ELI LILLY AND COMPANY,HUMALOG,46.35,5207108,0.0,13,608,5360.07,46.769230769230774,8.815904605263157,0.07623355263157895,8.739671052631577
389157,1225009988.0,LAS VEGAS,NV,ELI LILLY AND COMPANY,TRADJENTA,11.01,5207125,0.0,31,1328,10736.6,42.83870967741935,8.084789156626506,0.00829066265060241,8.076498493975905
389181,1225009988.0,LAS VEGAS,NV,NOVO NORDISK INC,NOVOLOG,76.0,5207121,0.0,19,630,7045.83,33.1578947368421,11.183857142857143,0.12063492063492064,11.063222222222223
389205,1225017007.0,OCALA,FL,ELI LILLY AND COMPANY,HUMALOG,14.96,5218837,41.0,142,7325,49159.11,51.58450704225352,6.711141296928328,0.0020423208191126282,6.709098976109215
389256,1225018856.0,TUCSON,AZ,ELI LILLY AND COMPANY,HUMALOG,11.63,5221059,59.0,167,9762,81783.4,58.45508982035928,8.377729973366113,0.0011913542306904324,8.376538619135424
389336,1225026511.0,BRONX,NY,ELI LILLY AND COMPANY,TRADJENTA,3388.95,5235937,11.0,53,1830,15129.39,34.52830188679245,8.267426229508196,1.8518852459016393,6.415540983606556
389337,1225026511.0,BRONX,NY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",TRADJENTA,6321.200000000003,5235937,11.0,53,1830,15129.39,34.52830188679245,8.267426229508196,3.4542076502732253,4.81321857923497
389428,1225043045.0,CUMBERLAND,MD,"ABBVIE, INC.",ANDROGEL,15.65,5262557,0.0,21,890,16858.79,42.38095238095238,18.942460674157303,0.01758426966292135,18.92487640449438
